task_id,ablation_id,ablation_label,table_order,reference_condition,reference_strict_success,ablated_strict_success,bootstrap_seed
skillmtts_final_rel_event_trend_slope_f8669dfea701,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,1,20260830
skillmtts_final_rel_event_weekday_contrast_7da689daaecb,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_event_weekday_contrast_e0e1f59dfb45,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_final_rel_f1_entity_consistency_449a95de5e1b,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_final_rel_f1_entity_consistency_c6ee1cd47306,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_f1_event_contrast_fb3a76d6cf7a,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_final_rel_f1_event_rate_shift_00c800949910,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_f1_monthly_volatility_7547854238d2,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_f1_monthly_volatility_c4d7eea8fa67,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_f1_monthly_volatility_f6b9597ed498,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_f1_peak_month_85fe8ffa8828,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_f1_rank_reversal_132519ee3131,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_final_rel_f1_rank_reversal_7e8788bd7ab8,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_f1_rank_reversal_9be85cac119e,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_f1_rank_reversal_e9b7736a7d5e,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_final_rel_f1_tail_spread_0d1ecb66300a,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_f1_tail_spread_2288d74c9908,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_f1_tail_spread_9cbb194520a3,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_f1_trend_slope_330a01dc7325,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_f1_trend_slope_4391618c2f0c,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_f1_trend_slope_65e99555c195,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_f1_trend_slope_763110e4bcf9,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_hm_entity_consistency_1b39ce5f8183,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,1,20260830
skillmtts_final_rel_hm_entity_consistency_53027579de1b,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_hm_event_rate_shift_2b10f3c051b1,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_final_rel_hm_event_rate_shift_cb70d63e2de8,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_hm_event_rate_shift_e9890132423c,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_hm_rank_reversal_ea80ad6d5085,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_hm_trend_slope_4f904d3b6908,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_hm_trend_slope_680e72f5cb89,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_hm_trend_slope_83d44e5d8c7f,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_stack_entity_consistency_8010765a05f9,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_stack_monthly_volatility_341f51d1f260,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_stack_monthly_volatility_3b6f9ab0149f,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_stack_monthly_volatility_b34e1eaee190,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_final_rel_stack_peak_month_551a20a11bfe,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_final_rel_stack_rank_reversal_36d3126956d6,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_stack_rank_reversal_80c384aa42df,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_final_rel_stack_rank_reversal_9d1724d8b2c7,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_stack_rank_reversal_dc50cb801aa2,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_final_rel_stack_tail_spread_4fca8ea6e43f,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_final_rel_stack_trend_slope_6939a6cb986a,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_final_rel_stack_trend_slope_90036d85b38d,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,1,20260830
skillmtts_final_rel_stack_trend_slope_bcad02569766,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_event_sensitivity_regression_354dc9b7309f,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_event_sensitivity_regression_40be82be2fbb,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_event_sensitivity_regression_51d64b9f1034,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_event_window_response_23b20e49efa8,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_forward_fill_imputation_0560559f4813,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_forward_fill_imputation_0919e2829e24,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_forward_fill_imputation_0a1c20c4eeb8,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_forward_fill_imputation_0c402e6948c6,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_iqr_anomaly_detection_1aa138125302,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_iqr_anomaly_detection_22940ebf8471,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_iqr_anomaly_detection_4d315b8ff817,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_lagged_cross_correlation_645696072a9d,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_lagged_predictor_regression_067e545c1f10,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_linear_interpolation_imputation_09a26a6247fd,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_linear_trend_forecast_070cd8bb6a55,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_azure_pdm_linear_trend_forecast_3179f652c23d,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_azure_pdm_linear_trend_forecast_55edba1c03db,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_azure_pdm_linear_trend_forecast_6209ef2c591a,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_mad_anomaly_detection_2f0fae6e718f,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_azure_pdm_rolling_backtest_selection_04da2242eb88,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_azure_pdm_rolling_backtest_selection_3a4c1aafe9ee,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_azure_pdm_rolling_backtest_selection_499039409b4b,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_azure_pdm_rolling_backtest_selection_4e42d2964498,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_azure_pdm_rolling_backtest_selection_52bd6f2687d1,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_azure_pdm_state_duration_analysis_08f904e879f1,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_azure_pdm_volatility_regime_shift_22851b42eaf4,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_azure_pdm_volatility_regime_shift_2ada87ddc78e,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_azure_pdm_volatility_regime_shift_38e33637d832,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_bdg2_event_sensitivity_regression_0db268bccfa9,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_bdg2_iqr_anomaly_detection_0c4d29c1637a,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_bdg2_linear_trend_forecast_1894625a0ba8,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_bdg2_linear_trend_forecast_2e1dde94049f,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_bdg2_linear_trend_forecast_34f4d67b4caa,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_bdg2_mad_anomaly_detection_002b8e59c981,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_bdg2_mad_anomaly_detection_0aa34e8cb471,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_bdg2_rolling_backtest_selection_00abbea1be10,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_bdg2_rolling_backtest_selection_0155a18f29f6,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_bdg2_rolling_threshold_detection_3580d4e1d554,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_bdg2_seasonal_naive_forecast_07351ea98c41,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_bdg2_seasonal_naive_forecast_0cfacabd637b,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_bdg2_state_duration_analysis_23a44acff739,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_bdg2_state_duration_analysis_44ef3b74930e,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_bdg2_volatility_regime_shift_1ab97dc32fa3,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_event_coverage_gap_detection_478e25bb6266,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_coverage_gap_detection_63f915ef19b3,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_coverage_gap_detection_7876197214bf,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_event_forward_fill_imputation_031368d5a1a4,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_forward_fill_imputation_05f5fa650642,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_event_forward_fill_imputation_09ba4ab2f339,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_event_forward_fill_imputation_18356ecdfa6c,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_event_forward_fill_imputation_188656ccfad6,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_event_forward_fill_imputation_1a60c9b32b8d,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_event_forward_fill_imputation_1c3c0a0a75b2,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_event_forward_fill_imputation_1fdb825b2717,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_event_forward_fill_imputation_211317db2037,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,1,20260830
skillmtts_v4_rel_event_iqr_anomaly_detection_05a3be911717,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_event_iqr_anomaly_detection_4265ff15f83f,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_iqr_anomaly_detection_553da5a1e110,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_event_linear_interpolation_imputation_082e5a100d56,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_event_linear_interpolation_imputation_0af7ddec5878,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,1,20260830
skillmtts_v4_rel_event_linear_interpolation_imputation_0b697126982a,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_event_linear_interpolation_imputation_139ac434e593,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_linear_interpolation_imputation_18170c64df2e,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_event_linear_interpolation_imputation_188bc2ee61d7,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_event_linear_interpolation_imputation_20ac6919cfe4,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,1,20260830
skillmtts_v4_rel_event_linear_interpolation_imputation_215d97da84a1,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,1,20260830
skillmtts_v4_rel_event_linear_trend_forecast_22eb474c38d7,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_linear_trend_forecast_2af6bdc310a2,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_linear_trend_forecast_90b9e8e97d3c,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_event_rolling_threshold_detection_074525e5e2c4,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_rolling_threshold_detection_2c103f620988,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_event_rolling_threshold_detection_33e5a079c8d7,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_rolling_threshold_detection_3ef1f2eae6ff,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_state_duration_analysis_29d275006b56,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_volatility_regime_shift_4dbca56da84d,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_volatility_regime_shift_69f95dcce928,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_volatility_regime_shift_8b0578a6f0d9,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_event_volatility_regime_shift_9d6eacc02cf1,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_autocorrelation_structure_3b579a2b744a,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_f1_autocorrelation_structure_45a84711ac1f,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_f1_change_point_detection_210bd797ca81,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_f1_change_point_detection_7972a152b457,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_cohort_retention_shift_398300eb82c2,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_f1_cohort_retention_shift_ac55224a2c8e,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_coverage_gap_detection_1b47960c05fa,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_coverage_gap_detection_43c469164e40,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_event_sensitivity_regression_724b1bcdb276,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,1,20260830
skillmtts_v4_rel_f1_event_window_response_1d32ec87da86,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_f1_event_window_response_61de180dc54a,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_iqr_anomaly_detection_3ec69227868e,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_iqr_anomaly_detection_53d7badcadd4,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_f1_lagged_cross_correlation_3d28dcc73d81,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_f1_lagged_cross_correlation_42fb702bbc1d,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,1,20260830
skillmtts_v4_rel_f1_lagged_cross_correlation_4f8c0f35f673,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_lagged_predictor_regression_0fb85a4fe836,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_f1_lagged_predictor_regression_1d0bcb1be490,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_lagged_predictor_regression_2431109a04d5,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,1,20260830
skillmtts_v4_rel_f1_linear_trend_forecast_580f813333f1,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_linear_trend_forecast_9a23b0598d67,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_f1_linear_trend_forecast_adce251f21e7,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_f1_mad_anomaly_detection_0d7fac9addd0,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_mad_anomaly_detection_1cf00a4452c2,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_mad_anomaly_detection_482df21b5d45,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_rolling_threshold_detection_36cab144b3e2,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_f1_seasonal_median_imputation_404e48b1982d,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_f1_seasonal_median_imputation_657f1075d315,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_f1_seasonal_profile_shift_08f8896e756f,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_seasonal_profile_shift_123e6c8f2cbc,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_seasonal_profile_shift_185a5afba17c,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_f1_volatility_regime_shift_01e7a5e7cced,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_f1_volatility_regime_shift_053b063e40bc,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_hm_event_window_response_422fe10367f5,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_hm_forward_fill_imputation_0083153a45ce,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_hm_iqr_anomaly_detection_1c239290cc5b,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_hm_lagged_cross_correlation_1eb5e25cfe8d,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_hm_lagged_predictor_regression_207a188e6b44,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_hm_lagged_predictor_regression_290a2c569776,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_hm_linear_interpolation_imputation_02a627efbf50,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,1,20260830
skillmtts_v4_rel_hm_linear_trend_forecast_0ff1edb2fa0b,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_hm_linear_trend_forecast_1117a237caba,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_hm_mad_anomaly_detection_0b7907493a2e,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_hm_mad_anomaly_detection_0d01db73417b,no_temporal_skills,No Temporal Skills,1,annotated_preload,0,0,20260830
skillmtts_v4_rel_hm_rolling_backtest_selection_011499fedd7f,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
skillmtts_v4_rel_hm_rolling_backtest_selection_243eb6700df3,no_temporal_skills,No Temporal Skills,1,annotated_preload,1,0,20260830
